,Unnamed: 0,id,id,,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,sex_F,sex_M,sex_U,median_house_income,state,zip_bins_2,zip_bins_3,zip_bins_4,zip_bins_5,zip_bins_6,zip_bins_7,zip_bins_8,zip_bins_9,zip_bins_10,zip_bins_11,zip_bins_12,zip_bins_13,zip_bins_14,p_final
2434,2434,2435,1447,,M,0,9165,3,2,101,29,12,0,1,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.090101753
2435,2435,2436,1452,,M,0,9165,3,5,259,14,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.268653707
2436,2436,2437,1453,,M,0,9178,3,4,144.5,32,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.099552683
2437,2437,2438,1455,,M,0,9178,3,1,34.5,14,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.121081707
2438,2438,2439,1456,,M,0,9210,3,3,78.5,20,27,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.248938685
2439,2439,2440,1458,,M,0,9210,3,1,84.5,15,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.122343547
2440,2440,2441,1459,,M,1,9228,3,1,67,3,15,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178610586
2441,2441,2442,1460,,M,1,9228,3,1,39.5,3,17,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.174233211
2442,2442,2443,1464,,M,0,9250,3,1,6,7,9,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.159622248
2443,2443,2444,1472,,M,0,9250,3,5,208.5,12,20,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.47718078
2444,2444,2445,1473,,M,0,9419,3,2,84,7,23,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.347205823
2445,2445,2446,1481,,M,0,9419,3,3,103.5,33,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.077311116
2446,2446,2447,1497,,M,0,9464,3,2,149,6,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.221351268
2447,2447,2448,1498,,M,0,9464,3,1,74.5,17,32,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.231511926
2448,2448,2449,1500,,M,0,9470,3,1,13,8,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.153783189
2449,2449,2450,1504,,M,0,9470,3,1,39.5,23,35,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.161406516
2450,2450,2451,1506,,M,0,9552,3,4,98,11,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.230171014
2451,2451,2452,1508,,M,0,9552,3,1,44.5,21,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.089449896
2452,2452,2453,1513,,M,0,9612,3,4,106.5,16,19,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33127542
2453,2453,2454,1514,,M,0,9612,3,2,111.5,35,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.059745376
2454,2454,2455,1523,,M,1,9627,3,2,114,16,16,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125627176
2455,2455,2456,1532,,M,1,9627,3,1,107,19,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09251211
2456,2456,2457,1537,,M,0,9645,3,1,83.5,31,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.059292846
2457,2457,2458,1538,,M,0,9645,3,2,69,31,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.068246001
2458,2458,2459,1551,,M,0,9715,3,3,120,1,16,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.497868775
2459,2459,2460,1556,,M,0,9715,3,1,49.5,24,29,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.170343372
2460,2460,2461,1575,,M,0,9726,3,5,142.5,18,4,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.207360335
2461,2461,2462,1579,,M,0,9726,3,1,44.5,18,25,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.197129865
2462,2462,2463,1582,,M,0,9803,3,2,289,9,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222619688
2463,2463,2464,1584,,M,0,9803,3,3,96,32,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.079470027
2464,2464,2465,1593,,M,0,9825,3,1,89.5,18,22,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.205104774
2465,2465,2466,1611,,M,0,9825,3,2,91,24,10,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097056484
2466,2466,2467,1613,,M,0,10001,5,5,182.5,13,21,0,1,1,0,0,1,0,81671,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.154565029
2467,2467,2468,1616,,M,0,10001,5,1,7.5,9,22,1,0,0,0,0,1,0,81671,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.063931591
2475,2475,2476,1621,,M,1,10003,5,4,97.5,19,26,0,0,1,0,0,1,0,92540,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.071135542
2477,2477,2478,1624,,F,0,10003,5,4,210.5,5,35,1,0,0,0,1,0,0,92540,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.141493376
2479,2479,2480,1625,,M,0,10003,5,2,74,12,22,1,0,0,0,0,1,0,92540,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070758941
2480,2480,2481,1628,,F,0,10003,5,2,39,3,29,1,0,0,0,1,0,0,92540,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.093546161
2482,2482,2483,1629,,M,0,10004,5,1,19.5,14,20,1,0,0,0,0,1,0,129313,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.051344832
2483,2483,2484,1653,,M,0,10004,5,1,59.5,19,28,0,0,1,0,0,1,0,129313,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047478264
2486,2486,2487,1654,,F,1,10006,5,3,265,20,18,1,0,0,0,1,0,0,119274,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055749255
2488,2488,2489,1656,,F,0,10007,5,2,107,3,9,0,0,0,0,1,0,0,216037,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.050125736
2494,2494,2495,1659,,M,0,10010,5,2,94,19,25,0,0,1,0,0,1,0,97955,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058043536
2495,2495,2496,1669,,M,0,10010,5,2,29,6,26,0,0,1,0,0,1,0,97955,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.098623555
2496,2496,2497,1670,,M,1,10010,5,3,65.5,4,9,0,0,0,0,0,1,0,97955,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.051768743
2497,2497,2498,1685,,M,1,10010,5,2,97.5,2,1,0,0,0,0,0,1,0,97955,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049339299
2512,2512,2513,1688,,M,1,10012,5,4,158.5,3,17,0,0,1,0,0,1,0,86594,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.153303037
2519,2519,2520,1689,,M,1,10014,5,3,218,9,2,0,0,0,0,0,1,0,108483,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.048136022
2521,2521,2522,1699,,F,0,10014,5,3,118.5,2,1,0,0,0,0,1,0,0,108483,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061671255
2527,2527,2528,1700,,M,0,10016,5,1,17,2,30,1,0,0,0,0,1,0,105324,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09031308
2528,2528,2529,1702,,U,1,10016,5,2,29,14,34,0,0,1,0,0,0,1,105324,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061087196
2531,2531,2532,1708,,F,0,10016,5,1,12,13,26,0,0,1,0,1,0,0,105324,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05346731
2533,2533,2534,1717,,M,0,10016,5,2,162,3,21,1,0,0,0,0,1,0,105324,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.117075463
2536,2536,2537,1724,,M,1,10017,5,3,30.5,6,22,1,0,0,0,0,1,0,100652,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.091812649
2539,2539,2540,1726,,M,0,10017,5,2,89,18,25,1,0,0,0,0,1,0,100652,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05454717
2541,2541,2542,1731,,F,1,10017,5,5,223,13,13,0,0,0,0,1,0,0,100652,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.051092838
2543,2543,2544,1741,,U,1,10018,5,2,41,6,30,0,0,1,0,0,0,1,104635,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.089215908
2548,2548,2549,1745,,F,0,10019,5,3,92.5,5,24,1,0,0,0,1,0,0,84424,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1056272
2550,2550,2551,1749,,M,0,10019,5,4,98.5,8,5,0,0,0,0,0,1,0,84424,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.059970531
2557,2557,2558,1750,,M,0,10021,5,1,63,19,25,0,0,1,0,0,1,0,107907,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047382049
2558,2558,2559,1754,,F,0,10021,5,5,211,20,32,1,0,0,0,1,0,0,107907,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08504736
2562,2562,2563,1758,,M,0,10021,5,2,148.5,3,8,0,0,0,0,0,1,0,107907,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.057679715
2564,2564,2565,1763,,M,0,10021,5,3,123.5,10,14,0,0,0,0,0,1,0,107907,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.048016215
2572,2572,2573,1765,,M,0,10022,5,2,94,20,28,0,0,1,0,0,1,0,109019,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055634322
2576,2576,2577,1766,,M,0,10022,5,3,131,4,5,0,0,0,0,0,1,0,109019,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.063613987
2578,2578,2579,1768,,M,1,10022,5,4,149.5,5,20,0,0,1,0,0,1,0,109019,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140251605
2582,2582,2583,1790,,F,0,10023,5,2,34.5,14,17,0,0,1,0,1,0,0,103534,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061233951
2586,2586,2587,1796,,M,0,10023,5,5,220,12,29,1,0,0,0,0,1,0,103534,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.135166702
2587,2587,2588,1799,,M,0,10023,5,2,64,2,24,1,0,0,0,0,1,0,103534,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.110745951
2592,2592,2593,1800,,M,0,10024,5,4,76,12,14,0,0,0,0,0,1,0,109956,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049055613
2593,2593,2594,1806,,M,0,10024,5,3,298,18,29,1,0,0,0,0,1,0,109956,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.081662474
2594,2594,2595,1808,,M,0,10024,5,5,272,20,9,0,0,0,0,0,1,0,109956,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049283546
2597,2597,2598,1815,,M,0,10024,5,2,79,12,26,0,0,1,0,0,1,0,109956,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.079301071
2600,2600,2601,1816,,M,0,10024,5,2,79.5,7,34,1,0,0,0,0,1,0,109956,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.090996043
2602,2602,2603,1819,,M,0,10025,5,2,159,15,25,1,0,0,0,0,1,0,68516,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.067649146
2605,2605,2606,1820,,M,1,10025,5,4,160.5,11,1,0,1,0,0,0,1,0,68516,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055916342
2608,2608,2609,1826,,M,0,10025,5,5,52.5,1,11,0,0,0,0,0,1,0,68516,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.093433477
2609,2609,2610,1827,,M,0,10025,5,1,44.5,11,24,0,0,1,0,0,1,0,68516,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.067305716
2610,2610,2611,1831,,M,0,10025,5,1,4.5,11,30,0,0,1,0,0,1,0,68516,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.064839559
2613,2613,2614,1833,,M,0,10027,5,3,212,4,7,0,0,0,0,0,1,0,37872,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.069198714
2614,2614,2615,1834,,U,0,10028,5,1,24.5,11,18,0,0,1,0,0,0,1,104638,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.066495955
2616,2616,2617,1835,,U,0,10028,5,1,9.5,9,30,0,0,1,0,0,0,1,104638,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.072787621
2619,2619,2620,1836,,M,0,10028,5,1,35.5,4,27,0,0,1,0,0,1,0,104638,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.092668988
2621,2621,2622,1839,,M,1,10031,5,1,24.5,15,20,0,0,1,0,0,1,0,37655,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047164405
2631,2631,2632,1844,,M,1,10036,5,3,189.5,19,20,0,0,1,0,0,1,0,66599,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.066025098
2640,2640,2641,1846,,F,1,10122,5,3,176.5,16,29,0,0,1,0,1,0,0,61000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.068021229
2641,2641,2642,1848,,F,1,10122,5,2,139,14,36,1,0,0,0,1,0,0,61000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055092079
2644,2644,2645,1849,,M,1,10128,5,4,257,22,19,0,0,1,0,0,1,0,96296,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.073206008
2646,2646,2647,1852,,U,0,10128,5,1,34.5,13,23,0,0,1,0,0,0,1,96296,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06153144
2647,2647,2648,1856,,U,0,10128,5,1,29.5,14,18,0,0,1,0,0,0,1,96296,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058038044
2648,2648,2649,1857,,M,0,10152,5,3,182,8,14,0,0,0,0,0,1,0,61000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.056084245
2656,2656,2657,1860,,M,0,10280,5,1,59.5,19,29,0,0,1,0,0,1,0,129574,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047536075
2658,2658,2659,1861,,U,0,10301,5,3,141,18,24,0,0,1,0,0,0,1,56848,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.076238848
2659,2659,2660,1870,,U,0,10301,5,5,157.5,2,35,1,0,0,0,0,0,1,56848,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19556006
2660,2660,2661,1875,,M,0,10304,5,2,99,15,25,0,0,1,0,0,1,0,53168,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070035208
2665,2665,2666,1880,,M,0,10308,5,4,88,9,12,0,0,0,0,0,1,0,88075,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.057035507
2667,2667,2668,1884,,U,1,10310,5,5,332.5,5,9,0,0,0,0,0,0,1,61925,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.093282731
2668,2668,2669,1886,,U,0,10312,5,2,26,14,17,0,0,1,0,0,0,1,85324,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.068182167
2672,2672,2673,1889,,M,0,10452,5,3,106,13,20,0,0,1,0,0,1,0,25979,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.090405699
2684,2684,2685,1891,,M,0,10469,5,3,109.5,7,1,0,1,0,0,0,1,0,57776,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061678963
2685,2685,2686,1899,,M,0,10469,5,5,199.5,18,1,0,0,0,0,0,1,0,57776,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049182031
2686,2686,2687,1915,,F,0,10471,5,1,89.5,13,28,1,0,0,0,1,0,0,71798,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052475245
2688,2688,2689,1919,,U,1,10475,5,3,63.5,3,25,1,0,0,0,0,0,1,43629,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.109912103
2695,2695,2696,1920,,F,0,10509,5,2,111.5,1,36,0,0,1,0,1,0,0,90437,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122778004
2696,2696,2697,1921,,M,0,10510,5,3,164.5,4,36,0,0,1,0,0,1,0,144414,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.147382396
2704,2704,2705,1929,,M,0,10522,5,5,236,19,2,0,0,0,0,0,1,0,105000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049189066
2710,2710,2711,1930,,M,0,10533,5,5,247.5,20,16,0,0,1,0,0,1,0,131522,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.106588287
2712,2712,2713,1932,,M,0,10536,5,2,51,16,31,0,0,1,0,0,1,0,153750,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.064545211
2716,2716,2717,1934,,F,0,10541,5,2,54,10,34,1,0,0,0,1,0,0,106890,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.069437575
2718,2718,2719,1936,,M,0,10543,5,4,276,8,11,0,0,0,0,0,1,0,87316,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.073530704
2720,2720,2721,1941,,M,0,10547,5,2,55.5,7,23,0,0,1,0,0,1,0,81820,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.096491202
2730,2730,2731,1942,,M,0,10566,5,1,24.5,13,15,0,0,1,0,0,1,0,58226,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.059245074
2735,2735,2736,1947,,U,0,10573,5,2,111.5,5,2,0,0,0,0,0,0,1,66629,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.050413418
2741,2741,2742,1948,,M,0,10580,5,3,118.5,19,28,0,0,1,0,0,1,0,153640,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.071177667
2742,2742,2743,1950,,M,0,10583,5,4,116,3,14,0,0,0,0,0,1,0,168571,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078704259
2749,2749,2750,1952,,M,0,10590,5,2,39,12,17,0,0,1,0,0,1,0,126012,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.075254423
2753,2753,2754,1963,,M,0,10595,5,2,343,11,12,0,0,0,0,0,1,0,107708,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049370987
2755,2755,2756,1969,,F,0,10598,5,3,254,2,13,0,0,0,0,1,0,0,106576,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.072640781
2759,2759,2760,1971,,U,1,10603,5,5,155,13,29,0,1,1,0,0,0,1,91903,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.135718196
2760,2760,2761,1972,,U,1,10604,5,4,133,6,11,0,0,0,0,0,0,1,83842,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.060975554
2761,2761,2762,1975,,U,1,10604,5,4,306,13,35,1,0,0,0,0,0,1,83842,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.108308941
2766,2766,2767,1984,,M,1,10701,5,5,141,6,13,0,0,0,0,0,1,0,43767,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.071592917
2767,2767,2768,1991,,M,1,10701,5,3,273.5,24,17,0,1,1,0,0,1,0,43767,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06582874
2770,2770,2771,1992,,F,1,10705,5,4,101,18,28,0,0,1,0,1,0,0,47358,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.067150581
2774,2774,2775,1995,,U,0,10708,5,1,29.5,14,22,0,0,1,0,0,0,1,95815,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058308114
2780,2780,2781,1997,,M,0,10803,5,2,48.5,6,21,1,0,0,0,0,1,0,140000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.091044772
2782,2782,2783,2000,,M,0,10804,5,4,164,11,14,0,0,0,0,0,1,0,157950,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.057086187
2783,2783,2784,2006,,M,0,10804,5,5,251,1,13,0,0,0,0,0,1,0,157950,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.116723066
2784,2784,2785,2010,,U,1,10901,5,2,118,17,34,0,0,1,0,0,0,1,85147,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058456173
2785,2785,2786,2012,,U,1,10901,5,4,90.5,3,25,1,0,0,0,0,0,1,85147,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.132841141
2786,2786,2787,2014,,M,0,10918,5,2,134.5,23,21,0,0,1,0,0,1,0,87114,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049973345
2787,2787,2788,2015,,M,0,10918,5,1,7,4,28,1,0,0,0,0,1,0,87114,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.081186238
2788,2788,2789,2019,,M,0,10924,5,5,150,15,15,0,0,0,0,0,1,0,84661,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.054688254
2789,2789,2790,2022,,M,0,10924,5,2,74,1,12,0,0,0,0,0,1,0,84661,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058437318
2790,2790,2791,2026,,M,0,10932,5,1,9.5,15,24,1,0,0,0,0,1,0,61000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.048270098
2791,2791,2792,2027,,M,0,10932,5,5,160,3,8,0,0,0,0,0,1,0,61000,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09539017
2792,2792,2793,2035,,M,0,10940,5,3,66,3,15,0,0,0,0,0,1,0,61146,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.062414105
2793,2793,2794,2039,,M,0,10940,5,1,124.5,13,20,1,0,0,0,0,1,0,61146,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.060085578
2797,2797,2798,2045,,M,0,10952,5,5,129.5,7,17,0,0,0,0,0,1,0,53344,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.077600708
2799,2799,2800,2046,,M,0,10956,5,2,80,4,23,1,0,0,0,0,1,0,119764,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.103077746
2800,2800,2801,2048,,M,0,10956,5,1,44.5,8,31,1,0,0,0,0,1,0,119764,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070814741
2802,2802,2803,2050,,M,0,10960,5,3,68.5,20,22,1,0,0,0,0,1,0,78750,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.057073681
2804,2804,2805,2057,,M,0,10965,5,4,110.5,10,20,1,0,0,0,0,1,0,94271,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.111367187
2806,2806,2807,2061,,M,0,10975,5,3,63.5,6,36,0,0,1,0,0,1,0,58077,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.120750374
2807,2807,2808,2063,,M,0,10975,5,2,51,21,21,0,0,1,0,0,1,0,58077,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.049854945
2809,2809,2810,2067,,M,0,10977,5,2,41.5,14,36,1,0,0,0,0,1,0,60549,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.062973958
2810,2810,2811,2070,,M,0,10984,5,2,124,12,19,0,0,1,0,0,1,0,112016,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.082641802
2817,2817,2818,2072,,M,0,11001,5,2,69,17,18,1,0,0,0,0,1,0,101634,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055465469
2820,2820,2821,2073,,M,0,11021,5,4,190.5,26,20,1,0,0,0,0,1,0,93258,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058299868
2821,2821,2822,2074,,M,0,11021,5,4,195.5,4,19,1,0,0,0,0,1,0,93258,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157442354
2823,2823,2824,2076,,M,0,11021,5,1,189.5,1,32,0,0,1,0,0,1,0,93258,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.125219104
2828,2828,2829,2079,,M,0,11040,5,2,60,1,21,1,0,0,0,0,1,0,101434,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.114875711
2834,2834,2835,2088,,M,0,11102,5,2,96.5,6,1,0,1,0,0,0,1,0,49924,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.053803346
2835,2835,2836,2100,,M,0,11102,5,2,86.5,12,28,1,0,0,0,0,1,0,49924,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.071901438
2838,2838,2839,2101,,F,0,11201,5,5,157.5,8,33,0,0,1,0,1,0,0,95369,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.150698048
2839,2839,2840,2105,,F,0,11201,5,1,49.5,14,21,1,0,0,0,1,0,0,95369,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047566595
2841,2841,2842,2118,,F,0,11201,5,5,171.5,2,12,0,0,0,0,1,0,0,95369,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.091952027
2845,2845,2846,2128,,F,0,11203,5,2,372,13,24,0,0,1,0,1,0,0,48400,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.093018084
2846,2846,2847,2129,,U,0,11205,5,3,216.5,2,16,0,0,1,0,0,0,1,44688,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.165698678
2848,2848,2849,2138,,M,1,11209,5,4,298.5,3,23,1,0,0,0,0,1,0,58261,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.161249572
2851,2851,2852,2141,,M,0,11209,5,2,164,8,19,1,0,0,0,0,1,0,58261,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.093118898
2852,2852,2853,2142,,M,0,11210,5,1,14.5,1,30,0,0,1,0,0,1,0,55429,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.103541017
2855,2855,2856,2145,,M,0,11212,5,5,344,12,6,0,0,0,0,0,1,0,28348,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.076729308
2857,2857,2858,2147,,U,1,11214,5,4,430.5,2,5,0,0,0,0,0,0,1,43398,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.100313963
2858,2858,2859,2149,,M,0,11215,5,1,87.5,12,35,0,0,1,0,0,1,0,95654,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.068440824
2861,2861,2862,2150,,M,0,11215,5,2,53,5,18,1,0,0,0,0,1,0,95654,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.094952502
2862,2862,2863,2156,,U,1,11217,5,3,45,1,31,1,0,0,0,0,0,1,81862,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0.119038842
